def(FEAT_TOOLBAR),
def(MAIN),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(NBDEBUG),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(WIN32),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TERMRESPONSE),
def(__MINT__),
def(DEBUG),
def(_WIN32),
!def(FEAT_GUI_GTK),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
