!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
True,
def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(DEBUG),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
