!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL),
def(FEAT_PROFILE),
def(DEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_FLOAT),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(JUMPLIST_ROTATE),
def(__MINT__),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(FEAT_BEVAL_GUI),
