def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(FEAT_EMACS_TAGS),
!def(FEAT_EMACS_TAGS),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(NBDEBUG),
def(FEAT_GUI_W32),
True,
def(DEBUG),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(PROTO),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
