def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_BEVAL),
True,
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(INET_SOCKETS),
def(NBDEBUG),
