!def(PROTO),
def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(DEBUG),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(WSDEBUG),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
