!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(FEAT_EMACS_TAGS),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
def(PROTO),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_EMACS_TAGS),
def(NBDEBUG),
def(__BORLANDC__),
!def(INET_SOCKETS),
True,
!def(FEAT_BEVAL),
def(DEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
