!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
True,
def(NBDEBUG),
def(PROTO),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
!def(PROTO),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
