!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
True,
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(DEBUG),
def(WSDEBUG),
def(MAIN),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_GUI),
def(_WIN32),
def(WIN32),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
