!def(EBCDIC),
def(FEAT_TOOLBAR),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
!def(NO_CONSOLE),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
!def(LESSTIF_VERSION),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
!def(FEAT_GUI_MOTIF),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(NBDEBUG),
def(FEAT_GUI_GTK),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
!def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(EBCDIC),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(DEBUG),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
True,
def(FEAT_GUI_MOTIF),
def(FEAT_FKMAP),
!def(RISCOS),
def(FEAT_GUI),
!def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
(!def(FEAT_BEVAL)&def(NOIME)),
