def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(NBDEBUG),
def(WIN32),
True,
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(_WIN32),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
def(PROTO),
def(JUMPLIST_ROTATE),
