def(FEAT_MBYTE),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(WSDEBUG),
def(FEAT_GUI_W32),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
def(NBDEBUG),
def(FEAT_BEVAL),
