def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
def(FEAT_CLIPBOARD),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
!def(PROTO),
def(NBDEBUG),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
def(DEBUG),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
True,
def(FEAT_SUN_WORKSHOP),
