!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(NBDEBUG),
def(PROTO),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
True,
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(DEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
