def(NBDEBUG),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_GUI),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(RISCOS),
!def(FEAT_BEVAL),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(RISCOS),
True,
def(FEAT_BEVAL),
def(WSDEBUG),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(FEAT_GUI_GTK),
!def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
def(DEBUG),
