def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_SENSE),
def(__MINT__),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
def(WIN32),
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
True,
def(DEBUG),
def(NBDEBUG),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_GUI_W32),
