def(PROTO),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
!def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
True,
def(FEAT_GUI),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
!def(PROTO),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
def(DEBUG),
def(WSDEBUG),
