def(FEAT_GUI),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(DEBUG),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
