def(FEAT_TOOLBAR),
def(WSDEBUG),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_BEVAL),
True,
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(NBDEBUG),
!def(INET_SOCKETS),
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(__BORLANDC__),
