def(FEAT_GUI_W32),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
def(WSDEBUG),
def(INET_SOCKETS),
def(DEBUG),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
def(JUMPLIST_ROTATE),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
def(FEAT_JOB_CHANNEL),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
