def(FEAT_FKMAP),
!def(EBCDIC),
def(JUMPLIST_ROTATE),
def(EBCDIC),
def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_MBYTE),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(RISCOS),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_RIGHTLEFT),
def(PROTO),
def(LESSTIF_VERSION),
!def(RISCOS),
def(WSDEBUG_TRACE),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(NBDEBUG),
!def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
