!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
def(MAIN),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_PROFILE),
def(DEBUG),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_BEVAL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
True,
def(FEAT_GUI_W32),
def(WIN32),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(_WIN32),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
