def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
True,
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(DEBUG),
def(PROTO),
def(FEAT_GUI_GTK),
!def(PROTO),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(FEAT_FKMAP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_RIGHTLEFT),
