def(FEAT_SUN_WORKSHOP),
def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(MAIN),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(__MINT__),
def(JUMPLIST_ROTATE),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(FEAT_GUI),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(PROTO),
True,
def(_WIN32),
def(WIN32),
def(INET_SOCKETS),
