def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_TERMRESPONSE),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(DEBUG),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(WSDEBUG_SENSE),
def(FEAT_FKMAP),
def(INET_SOCKETS),
def(WIN32),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(JUMPLIST_ROTATE),
