def(INET_SOCKETS),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI),
True,
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(WSDEBUG),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
!def(PROTO),
