def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
!def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(FEAT_GUI_W32),
