def(FEAT_BEVAL),
def(__BORLANDC__),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
def(FEAT_EMACS_TAGS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
!def(FEAT_EMACS_TAGS),
def(LESSTIF_VERSION),
def(PROTO),
True,
!def(PROTO),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_GUI),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
