def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(NBDEBUG),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(PROTO),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(PROTO),
def(FEAT_BEVAL),
