!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(WSDEBUG),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(PROTO),
True,
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_FKMAP),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(FEAT_GUI),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
