def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(__MINT__),
def(WSDEBUG_SENSE),
def(_WIN32),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(INET_SOCKETS),
def(WSDEBUG),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
