!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(MAIN),
True,
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(__MINT__),
def(PROTO),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
def(FEAT_BEVAL_GUI),
def(WIN32),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI),
def(FEAT_PROFILE),
