(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
def(__MINT__),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_GUI_GTK),
def(MAIN),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(_WIN32),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(PROTO),
True,
def(DEBUG),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(FEAT_GUI),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
