def(WSDEBUG),
!def(PROTO),
def(__BORLANDC__),
def(FEAT_GUI),
!def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
!def(RISCOS),
def(FEAT_BEVAL),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(RISCOS),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
True,
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(EBCDIC),
def(FEAT_GUI_GTK),
def(EBCDIC),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
