def(__BORLANDC__),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
True,
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(PROTO),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
def(WSDEBUG),
!def(PROTO),
def(FEAT_BEVAL),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
