def(MAIN),
def(NBDEBUG),
def(DEBUG),
!def(NO_CONSOLE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(WIN32),
True,
!def(INET_SOCKETS),
