def(__BORLANDC__),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
True,
def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(DEBUG),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(PROTO),
