def(PROTO),
!def(INET_SOCKETS),
!def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_FKMAP),
def(LESSTIF_VERSION),
def(FEAT_RIGHTLEFT),
!def(FEAT_MBYTE),
!def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(DEBUG),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
