!def(INET_SOCKETS),
def(NBDEBUG),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(DEBUG),
def(INET_SOCKETS),
def(WIN32),
def(_WIN32),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(__MINT__),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL),
def(WSDEBUG),
def(MAIN),
def(WSDEBUG_TRACE),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
