def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(PROTO),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_GUI),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(WSDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
