def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
!def(NO_CONSOLE),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
True,
def(DEBUG),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(MAIN),
