def(WSDEBUG_TRACE),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
!def(PROTO),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
True,
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(DEBUG),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(FEAT_GUI_GTK),
