def(INET_SOCKETS),
def(__BORLANDC__),
!def(INET_SOCKETS),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
True,
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(NBDEBUG),
def(FEAT_GUI),
def(PROTO),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(DEBUG),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WSDEBUG),
