!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
True,
!def(FEAT_PROFILE),
def(WIN32),
def(DEBUG),
def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_TRACE),
def(PROTO),
def(FEAT_BEVAL_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
def(NBDEBUG),
def(FEAT_FLOAT),
def(UNIX),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
def(__MINT__),
def(MAIN),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
!def(UNIX),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_JOB_CHANNEL),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
