!def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
def(RISCOS),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_MBYTE),
!def(PROTO),
!def(RISCOS),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
def(DEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
True,
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
