def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(MAIN),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(_WIN32),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_BEVAL_GUI),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_PROFILE),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(__MINT__),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
