def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(WIN32),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_PROFILE),
def(DEBUG),
def(FEAT_TOOLBAR),
def(MAIN),
def(FEAT_MBYTE),
def(FEAT_CLIPBOARD),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(PROTO),
def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(FEAT_BEVAL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL_GUI),
