def(WSDEBUG),
def(MAIN),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_PROFILE),
True,
def(WSDEBUG_TRACE),
def(DEBUG),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(UNIX),
!def(FEAT_PROFILE),
def(PROTO),
def(FEAT_BEVAL_GUI),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(__MINT__),
def(WIN32),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(UNIX),
def(LESSTIF_VERSION),
def(NBDEBUG),
