def(FEAT_BEVAL),
True,
def(DEBUG),
def(NBDEBUG),
def(FEAT_MBYTE),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(PROTO),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_CLIPBOARD),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
