def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_JOB_CHANNEL),
def(_WIN32),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(WSDEBUG),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
!def(FEAT_GUI_W32),
def(__MINT__),
def(DEBUG),
def(FEAT_GUI),
def(MAIN),
def(WSDEBUG_SENSE),
