!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(DEBUG),
!def(FEAT_GUI_GTK),
True,
!def(PROTO),
def(WSDEBUG),
def(FEAT_GUI),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(MAIN),
def(PROTO),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
