def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(PROTO),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(MAIN),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(DEBUG),
!def(FEAT_GUI_GTK),
