!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
!def(PROTO),
def(__BORLANDC__),
def(WSDEBUG),
!def(FEAT_BEVAL),
True,
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(NBDEBUG),
!def(FEAT_MBYTE),
