def(MAIN),
!def(INET_SOCKETS),
def(WIN32),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(_WIN32),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
True,
def(WSDEBUG),
!def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(DEBUG),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL_GUI),
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
