!def(PROTO),
def(WSDEBUG),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_GUI_W32),
True,
def(NBDEBUG),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
