def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_GUI),
!def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(NBDEBUG),
True,
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(PROTO),
