!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
True,
def(MCH_WRITE_DUMP),
