!def(INET_SOCKETS),
def(PROTO),
!def(FEAT_GUI_GTK),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WIN32),
def(_WIN32),
def(MAIN),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI),
True,
!def(FEAT_PROFILE),
def(__MINT__),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
