(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
!def(FEAT_BEVAL),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
def(NBDEBUG),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_GUI),
def(FEAT_MBYTE),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_TERMRESPONSE),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
!def(FEAT_GUI_W32),
True,
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
!def(EBCDIC),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
!def(FEAT_GUI_MOTIF),
def(DEBUG),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_GUI_MOTIF),
!def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
(!def(FEAT_BEVAL)&def(NOIME)),
def(JUMPLIST_ROTATE),
def(EBCDIC),
!def(FEAT_MBYTE),
!def(NO_CONSOLE),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
!def(RISCOS),
def(FEAT_TOOLBAR),
def(FEAT_FKMAP),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
