def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(PROTO),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
True,
def(NBDEBUG),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_CLIPBOARD),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(INET_SOCKETS),
