def(FEAT_GUI),
def(PROTO),
!def(PROTO),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(DEBUG),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
True,
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
