def(FEAT_FKMAP),
(def(FEAT_GUI_GTK)&def(FEAT_BEVAL)),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
def(FEAT_GUI_W32),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
(!def(FEAT_BEVAL)&def(NOIME)),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_DND),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
!def(LESSTIF_VERSION),
True,
!def(RISCOS),
(def(FEAT_BEVAL)&!def(FEAT_GUI_GTK)&(!def(FEAT_GUI_GTK)|!def(FEAT_BEVAL))),
def(EBCDIC),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(FEAT_MBYTE),
!def(FEAT_MBYTE),
(!def(PROTO)&!def(__BORLANDC__)),
!def(EBCDIC),
