def(FEAT_BEVAL),
def(PROTO),
def(__MINT__),
def(WSDEBUG),
def(NBDEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(_WIN32),
def(FEAT_GUI),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WIN32),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
def(MAIN),
def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_TERMRESPONSE),
