def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(DEBUG),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(INET_SOCKETS),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
True,
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(NBDEBUG),
